Model,Adipose,Adrenal,Artery,Brain,Esophagus,Heart,Immune,Intestine,Kidney,Liver,Lung,Muscle,Pancreas,Pituitary,Salivary,Skin,Stomach,Thyroid,Conventional
AMOTL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01337474
AMPD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06174235
AMY1A_AMY1B_AMY1C,0,0,0,0,0,0,0,0,0,0,0,0,0.687407095,0,0,0,0,0,0.003010539
AMY2A,0,0,0,0,0,0,0,0,0,0,0,0,-0.03889125,0,0,0,0,0,0
ANG,0,0,0,0,0,0,0,0,0,-0.772743255,0,0,0,0,0,0,0,0,-0.000516999
ANGPT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2598494
ANGPT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3111745
ANGPTL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1650607
ANGPTL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL3,0,0,0,0,0,0,0,0,0,0.04275075,0,0,0,0,0,0,0,0,-0.12466076
ANGPTL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08546038
ANGPTL7,0,0,0,0.3157808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1514935
ANK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02232589
ANKMY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689014
ANKRA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04200642
ANKRD54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01573687
ANP32C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02886897
ANPEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA1,0,0,0,0,1.9691572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1949462
ANXA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03122652,0,0.02834023
ANXA11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005975516
ANXA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03780466
ANXA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07634017
ANXA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007248663
AOC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01800189
AOC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08182887
AP1G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP2B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06796441
AP3B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726435
AP3S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APBB1IP,0,0,0,0,0,0,0.6725329,0,0,0,0,0,0,0,0,0,0,0,0
APCS,0,0,0,0,0,0,0,0,0,-0.3410837,0,0,0,0,0,0,0,0,0.2401181
APEX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APLP1,0,0,0,-0.1260284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09631457
APOA1,0,0,0,0,0,0,0,0,0,3.49923122,0,0,0,0,0,0,0,0,-0.01586395
APOA2,0,0,0,0,0,0,0,0,0,1.0352484,0,0,0,0,0,0,0,0,-0.06603523
APOA4,0,0,0,0,0,0,0,-0.30760886,0,0,0,0,0,0,0,0,0,0,-0.05354479
APOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04635751
APOBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133196
APOC1,0,0,0,0,0,0,0,0,0,-1.70339218,0,0,0,0,0,0,0,0,-0.07096097
APOD,0,0,0,0.22002584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07573084
APOE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07466771
APOF,0,0,0,0,0,0,0,0,0,2.7727805,0,0,0,0,0,0,0,0,0.1172994
APOH,0,0,0,0,0,0,0,0,0,0.04414138,0,0,0,0,0,0,0,0,0
APOL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03796367
APOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1986245
APP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APPL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03560397
AREG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580212
ARF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009812141
ARFIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01378895
ARG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000799165
ARHGAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03053984
ARHGAP25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02784163
ARHGAP30,0,0,0,0,0,0,-0.2463791,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178862
ARHGAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00204019
ARHGEF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02554274
ARHGEF10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01347168
ARHGEF12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000511965
ARHGEF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03030897
ARID3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02504017
ARID4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03476658
ARL13B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02485469
ARL2BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01080756
ARMCX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01790542
ARNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06285288
ARNTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307853
ARSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126731
ARSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196874
ART3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1990616
ART5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03073391
ARTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1043941
ASAH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08496106
ASAH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003193732
ASGR1,0,0,0,0,0,0,0,0,0,-0.06816019,0,0,0,0,0,0,0,0,-0.09030463
ASGR2,0,0,0,0,0,0,0,0,0,-2.11525423,0,0,0,0,0,0,0,0,-0.09372269
ASPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPSCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASRGL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02084937
ASS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06757307
ATF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002938657
ATF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005550371
ATG16L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516261
ATG4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000739208
ATOX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03640001
ATP1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01106041
ATP1B2,0,0,0,-0.2163229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01753951
ATP1B4,0,0,0,0,0,0,0,0,0,0,0,0.1531102,0,0,0,0,0,0,0
ATP2B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001940631
ATP5F1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007245878
ATP5IF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01349933
ATP5PO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01182828
ATP6V1F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1266541
ATP6V1G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V1G2,0,0,0,-0.030568186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000916436
ATRAID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09806397
ATXN10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATXN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01383285
ATXN2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04570213
ATXN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008388006
AXIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04252063
AXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1922603
AZI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZU1,0,0,0,0,0,0,0.13285009,0,0,0,0,0,0,0,0,0,0,0,-0.03850817
B2M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01797382
B3GAT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GNT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06283094
B4GALT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1068226
B4GAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35618
BABAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02428348
BAG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136632
BAG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03478463
BAG6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09487525
BAIAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02627358
BAMBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01529203
BANK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004945755
BAP18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1255835
BATF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001307131
BAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAN,0,0,0,-5.1565108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4378721
BCAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1861978
BCAT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04869328
BCL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890229
BCL2L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09617224
BCL2L11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2110562
BCL2L15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCL7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01779918
BCL7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDNF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1619993
BECN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002991011
BEX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BGLAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1299729
BGN,0,0,-0.20564697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01582075
BHLHE40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02273743
BHMT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1253518
BIN2,0,0,0,0,0,0,-0.26588039,0,0,0,0,0,0,0,0,0,0,0,0.03190933
BIRC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06417462
BLMH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2021487,0,0,-0.140194
BLNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09027003
BLOC1S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03721649
BLOC1S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008116332
BLVRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007070766
BMP10,0,0,0,0,0,2.2797328,0,0,0,0,0,0,0,0,0,0,0,0,-0.1356659
BMP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03426806
BMP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03726701
BMPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1068573
BNIP3L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06689338
BOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3874245
BOLA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05487725
BOLA2_BOLA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008508583
BPIFB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01097611
BPIFB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62754602,0,0,0,-0.06066698
BRAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01584965
BRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01262343
BRD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01923889
BRD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08113167
BRDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005648485
